,plate_forme,rating,nb_tokens,category_nps,category_numeric,adjs_counts,nouns_counts,pronouns_counts,prop_nouns_counts,adverbs_counts,verbs_counts,interjections_counts,symbols_counts
378,AMAZON,5,6,Promoteur,1,0,2,0,1,1,1,0,0
379,AMAZON,1,56,Détracteur,-1,1,12,5,2,5,7,0,0
380,AMAZON,1,101,Détracteur,-1,6,14,8,2,8,12,0,0
381,AMAZON,5,204,Promoteur,1,7,35,15,4,9,30,0,0
382,AMAZON,1,62,Détracteur,-1,6,14,2,0,7,7,0,0
383,AMAZON,1,23,Détracteur,-1,1,6,2,0,3,2,0,0
384,AMAZON,5,16,Promoteur,1,3,3,1,2,1,2,0,0
385,AMAZON,1,83,Détracteur,-1,4,16,6,2,4,15,0,0
386,AMAZON,1,56,Détracteur,-1,4,12,1,1,3,8,0,0
387,AMAZON,1,90,Détracteur,-1,2,19,9,2,11,10,0,0
388,AMAZON,1,48,Détracteur,-1,3,8,4,1,3,5,0,0
389,AMAZON,1,38,Détracteur,-1,2,10,3,0,7,4,0,0
390,AMAZON,1,43,Détracteur,-1,1,7,5,2,5,5,0,0
391,AMAZON,1,261,Détracteur,-1,16,35,14,15,23,25,0,0
392,AMAZON,3,905,Neutre,0,44,104,24,11,44,97,0,0
393,AMAZON,2,56,Détracteur,-1,3,9,8,0,4,11,0,0
394,AMAZON,5,13,Promoteur,1,2,3,1,1,2,1,0,0
395,AMAZON,5,19,Promoteur,1,1,2,3,0,3,4,0,0
396,AMAZON,1,60,Détracteur,-1,7,9,3,2,6,8,0,0
397,AMAZON,1,81,Détracteur,-1,2,13,6,2,6,11,0,0
398,AMAZON,3,74,Neutre,0,1,13,6,3,5,8,0,0
399,AMAZON,5,75,Promoteur,1,7,15,4,1,6,6,0,0
400,AMAZON,1,20,Détracteur,-1,0,7,1,0,2,1,0,0
401,AMAZON,1,112,Détracteur,-1,7,12,12,1,5,24,0,0
402,AMAZON,1,149,Détracteur,-1,10,25,10,5,13,14,0,0
403,AMAZON,1,198,Détracteur,-1,6,25,12,4,11,24,0,0
404,AMAZON,5,28,Promoteur,1,5,4,5,4,0,4,0,0
405,AMAZON,1,113,Détracteur,-1,5,20,9,3,9,17,0,0
406,AMAZON,1,79,Détracteur,-1,5,12,7,2,6,10,0,0
407,AMAZON,1,26,Détracteur,-1,2,5,3,1,0,4,0,0
408,AMAZON,2,34,Détracteur,-1,3,4,2,0,7,6,0,0
409,AMAZON,2,280,Détracteur,-1,14,41,14,4,21,35,0,0
410,AMAZON,1,209,Détracteur,-1,8,32,18,4,9,24,0,0
411,AMAZON,1,47,Détracteur,-1,2,9,3,0,5,7,0,0
412,AMAZON,1,106,Détracteur,-1,8,13,6,2,8,7,0,0
413,AMAZON,4,5,Promoteur,1,2,1,0,1,0,0,0,0
414,AMAZON,1,35,Détracteur,-1,2,7,3,2,6,2,0,0
415,AMAZON,1,102,Détracteur,-1,7,16,7,2,7,12,0,0
416,AMAZON,2,103,Détracteur,-1,4,15,10,4,8,12,0,0
417,AMAZON,1,148,Détracteur,-1,2,26,7,6,7,18,0,0
418,AMAZON,5,72,Promoteur,1,5,11,3,1,7,5,0,0
419,AMAZON,5,31,Promoteur,1,2,5,5,0,3,4,0,0
420,AMAZON,4,33,Promoteur,1,5,6,5,2,2,4,0,0
421,AMAZON,1,57,Détracteur,-1,3,10,10,2,2,9,0,0
422,AMAZON,4,19,Promoteur,1,1,2,4,2,0,3,0,0
423,AMAZON,5,48,Promoteur,1,4,12,0,1,8,4,0,0
424,AMAZON,5,74,Promoteur,1,2,15,5,1,11,7,0,0
425,AMAZON,1,58,Détracteur,-1,5,13,3,0,5,6,0,0
426,AMAZON,2,55,Détracteur,-1,1,8,9,1,8,10,0,0
427,AMAZON,1,128,Détracteur,-1,3,18,15,3,9,22,0,0
428,AMAZON,1,43,Détracteur,-1,1,10,3,0,3,5,0,0
429,AMAZON,1,187,Détracteur,-1,18,28,10,3,14,23,0,0
430,AMAZON,1,37,Détracteur,-1,1,9,1,3,3,6,0,0
431,AMAZON,1,59,Détracteur,-1,6,9,3,2,8,8,0,0
432,AMAZON,1,76,Détracteur,-1,3,10,8,2,5,10,0,0
433,AMAZON,1,23,Détracteur,-1,1,5,2,1,3,2,0,0
434,AMAZON,1,71,Détracteur,-1,4,11,7,2,6,11,0,0
435,AMAZON,5,76,Promoteur,1,5,10,4,7,5,8,0,0
436,AMAZON,1,15,Détracteur,-1,1,2,1,0,4,3,0,0
437,AMAZON,1,29,Détracteur,-1,4,6,1,0,6,3,0,0
438,AMAZON,1,107,Détracteur,-1,4,17,11,1,7,17,0,0
439,AMAZON,5,25,Promoteur,1,0,6,2,2,3,3,0,0
440,AMAZON,1,163,Détracteur,-1,8,28,14,1,10,19,0,0
441,AMAZON,1,27,Détracteur,-1,3,6,3,0,2,2,0,0
442,AMAZON,1,32,Détracteur,-1,0,4,7,0,0,5,0,0
443,AMAZON,1,154,Détracteur,-1,11,28,11,2,19,14,0,0
444,AMAZON,1,63,Détracteur,-1,5,13,5,2,6,7,0,0
445,AMAZON,1,86,Détracteur,-1,2,13,10,3,5,11,0,0
446,AMAZON,1,41,Détracteur,-1,4,5,4,0,0,10,0,0
447,AMAZON,2,25,Détracteur,-1,2,5,3,2,1,2,0,0
448,AMAZON,1,51,Détracteur,-1,3,7,9,4,1,4,0,0
449,AMAZON,1,227,Détracteur,-1,8,23,23,4,13,34,0,0
450,AMAZON,1,53,Détracteur,-1,0,9,6,2,2,9,0,0
451,AMAZON,1,179,Détracteur,-1,10,40,8,19,11,14,0,0
452,AMAZON,1,70,Détracteur,-1,3,14,8,1,8,11,0,0
453,AMAZON,1,57,Détracteur,-1,1,7,4,3,4,11,0,0
454,AMAZON,2,59,Détracteur,-1,6,10,8,1,7,5,0,0
455,AMAZON,1,76,Détracteur,-1,3,18,5,2,8,9,0,0
456,AMAZON,1,7,Détracteur,-1,0,3,0,0,0,1,0,0
457,AMAZON,1,72,Détracteur,-1,5,12,4,2,7,17,0,0
458,AMAZON,1,30,Détracteur,-1,3,3,3,3,2,5,0,0
459,AMAZON,5,21,Promoteur,1,0,6,0,2,2,2,0,0
460,AMAZON,4,78,Promoteur,1,7,15,5,5,5,9,0,0
461,AMAZON,1,43,Détracteur,-1,2,8,3,2,5,7,0,0
462,AMAZON,1,109,Détracteur,-1,6,25,7,2,5,12,0,0
463,AMAZON,5,271,Promoteur,1,15,44,15,3,21,29,0,0
464,AMAZON,3,69,Neutre,0,3,10,6,1,12,9,0,0
465,AMAZON,1,33,Détracteur,-1,1,5,5,1,5,4,0,0
466,AMAZON,1,209,Détracteur,-1,14,26,18,3,13,21,0,0
467,AMAZON,1,144,Détracteur,-1,9,25,10,3,7,20,0,0
468,AMAZON,1,76,Détracteur,-1,2,7,6,2,7,12,0,0
469,AMAZON,1,230,Détracteur,-1,9,39,17,8,13,35,0,0
470,AMAZON,5,5,Promoteur,1,0,2,1,0,0,1,0,0
471,AMAZON,1,39,Détracteur,-1,1,8,6,1,2,7,0,0
472,AMAZON,1,82,Détracteur,-1,6,15,9,3,4,12,0,0
473,AMAZON,4,52,Promoteur,1,5,8,5,1,7,8,0,0
474,AMAZON,1,149,Détracteur,-1,7,22,6,1,12,19,0,0
475,AMAZON,1,96,Détracteur,-1,6,15,9,2,10,10,0,0
476,AMAZON,1,56,Détracteur,-1,1,4,8,0,8,11,0,0
477,AMAZON,1,14,Détracteur,-1,0,4,2,0,1,1,0,0
478,AMAZON,1,63,Détracteur,-1,5,11,8,1,3,8,0,0
479,AMAZON,3,18,Neutre,0,0,4,1,1,0,4,0,0
480,AMAZON,2,25,Détracteur,-1,1,3,5,1,1,4,0,0
481,AMAZON,5,45,Promoteur,1,3,11,4,2,2,4,0,0
482,AMAZON,1,93,Détracteur,-1,3,19,6,1,6,12,0,0
483,AMAZON,1,129,Détracteur,-1,5,21,15,4,4,16,0,0
484,AMAZON,1,42,Détracteur,-1,4,7,3,1,4,6,0,0
485,AMAZON,4,197,Promoteur,1,10,28,10,1,14,27,0,0
486,AMAZON,1,63,Détracteur,-1,1,9,6,3,2,11,0,0
487,AMAZON,1,41,Détracteur,-1,1,6,8,1,2,9,0,0
488,AMAZON,1,161,Détracteur,-1,8,28,8,2,11,25,0,0
489,AMAZON,1,105,Détracteur,-1,5,12,12,3,8,15,0,0
490,AMAZON,1,60,Détracteur,-1,2,14,4,3,7,6,0,0
491,AMAZON,5,72,Promoteur,1,2,13,6,1,3,10,0,0
492,AMAZON,1,126,Détracteur,-1,12,21,7,0,9,18,0,0
493,AMAZON,1,173,Détracteur,-1,11,25,11,4,11,27,0,0
494,AMAZON,3,38,Neutre,0,3,4,6,0,4,4,0,0
495,AMAZON,1,71,Détracteur,-1,3,8,11,2,5,12,0,0
496,AMAZON,1,27,Détracteur,-1,0,5,3,0,5,4,0,0
497,AMAZON,2,195,Détracteur,-1,12,28,10,2,10,21,0,0
498,AMAZON,1,50,Détracteur,-1,6,13,4,0,1,6,0,0
499,AMAZON,4,11,Promoteur,1,2,2,1,2,3,1,0,0
500,AMAZON,1,42,Détracteur,-1,2,8,3,2,6,6,0,0
501,AMAZON,1,51,Détracteur,-1,3,13,0,1,6,3,0,0
502,AMAZON,1,153,Détracteur,-1,11,35,16,1,10,14,0,0
503,AMAZON,1,53,Détracteur,-1,2,12,1,0,7,7,0,0
504,AMAZON,1,75,Détracteur,-1,4,18,5,0,4,13,0,0
505,AMAZON,1,71,Détracteur,-1,3,13,9,3,3,8,0,0
506,AMAZON,1,63,Détracteur,-1,2,10,7,1,6,6,0,0
507,AMAZON,1,41,Détracteur,-1,0,5,6,1,2,10,0,0
508,AMAZON,1,44,Détracteur,-1,3,8,4,1,3,4,0,0
509,AMAZON,1,16,Détracteur,-1,0,6,0,0,0,2,0,0
510,AMAZON,5,17,Promoteur,1,1,3,2,0,1,2,0,0
511,AMAZON,2,81,Détracteur,-1,4,15,8,2,7,14,0,0
512,AMAZON,2,151,Détracteur,-1,13,28,11,2,9,22,0,0
513,AMAZON,1,72,Détracteur,-1,4,15,6,0,3,11,0,0
514,AMAZON,5,50,Promoteur,1,3,11,4,1,3,9,0,0
515,AMAZON,1,401,Détracteur,-1,17,43,22,6,19,49,0,0
516,AMAZON,1,87,Détracteur,-1,3,18,5,4,4,10,0,0
517,AMAZON,1,395,Détracteur,-1,13,63,21,7,18,42,0,0
518,AMAZON,1,50,Détracteur,-1,3,7,5,0,3,7,0,0
519,AMAZON,1,58,Détracteur,-1,2,5,8,2,8,11,0,0
520,AMAZON,4,50,Promoteur,1,4,9,4,1,4,6,0,0
521,AMAZON,4,27,Promoteur,1,6,3,3,0,1,4,0,0
522,AMAZON,1,34,Détracteur,-1,3,7,3,1,1,6,0,0
523,AMAZON,1,198,Détracteur,-1,9,36,16,4,11,24,0,0
524,AMAZON,3,72,Neutre,0,5,16,5,1,3,6,0,0
525,AMAZON,4,11,Promoteur,1,2,3,0,1,3,0,0,0
526,AMAZON,1,115,Détracteur,-1,3,14,11,2,7,20,0,0
527,AMAZON,1,72,Détracteur,-1,4,13,5,1,4,10,0,0
528,AMAZON,1,26,Détracteur,-1,2,5,1,0,1,3,0,0
529,AMAZON,5,245,Promoteur,1,13,46,14,2,14,23,0,0
530,AMAZON,2,321,Détracteur,-1,11,45,22,1,17,35,0,0
531,AMAZON,1,12,Détracteur,-1,0,3,0,1,3,1,0,0
532,AMAZON,1,41,Détracteur,-1,0,3,7,2,5,5,0,0
533,AMAZON,3,101,Neutre,0,6,13,9,2,9,13,0,0
534,AMAZON,1,24,Détracteur,-1,3,6,1,2,0,2,0,0
535,AMAZON,1,167,Détracteur,-1,8,23,8,5,7,15,0,0
536,AMAZON,5,30,Promoteur,1,2,3,5,2,2,5,0,0
537,AMAZON,1,11,Détracteur,-1,1,2,1,0,1,1,0,0
538,AMAZON,1,49,Détracteur,-1,4,7,5,1,3,5,0,0
539,AMAZON,1,192,Détracteur,-1,6,20,15,1,13,23,0,0
540,AMAZON,3,19,Neutre,0,0,5,1,0,2,2,0,0
541,AMAZON,5,11,Promoteur,1,4,2,0,0,1,1,0,0
542,AMAZON,1,81,Détracteur,-1,6,15,5,5,7,8,0,0
543,AMAZON,5,113,Promoteur,1,8,23,3,5,8,10,0,0
544,AMAZON,2,50,Détracteur,-1,3,8,5,1,4,4,0,0
545,AMAZON,4,27,Promoteur,1,1,8,0,1,3,2,0,0
546,AMAZON,1,114,Détracteur,-1,6,26,2,6,6,12,0,0
547,AMAZON,5,22,Promoteur,1,1,7,0,1,2,1,0,0
548,AMAZON,1,169,Détracteur,-1,8,20,16,4,13,22,0,0
549,AMAZON,5,202,Promoteur,1,14,36,13,9,14,21,0,0
550,AMAZON,1,76,Détracteur,-1,3,14,4,4,5,12,0,0
551,AMAZON,5,25,Promoteur,1,2,5,2,2,5,3,0,0
552,AMAZON,1,105,Détracteur,-1,4,15,14,5,6,15,0,0
553,AMAZON,1,183,Détracteur,-1,7,26,15,2,11,21,0,0
554,AMAZON,1,79,Détracteur,-1,7,14,6,3,7,11,0,0
555,AMAZON,5,54,Promoteur,1,6,5,4,0,8,7,0,0
556,AMAZON,1,66,Détracteur,-1,1,13,5,3,6,12,0,0
557,AMAZON,1,25,Détracteur,-1,2,5,1,1,0,5,0,0
558,AMAZON,1,89,Détracteur,-1,7,13,9,2,8,10,0,0
559,AMAZON,1,78,Détracteur,-1,6,19,4,2,5,10,0,0
560,AMAZON,1,37,Détracteur,-1,1,5,5,0,2,6,0,0
561,AMAZON,1,107,Détracteur,-1,8,18,11,1,9,10,0,0
562,AMAZON,1,72,Détracteur,-1,3,11,11,1,4,10,0,0
563,AMAZON,3,103,Neutre,0,2,13,10,2,15,13,0,0
564,AMAZON,2,49,Détracteur,-1,1,6,5,1,4,5,0,0
565,AMAZON,1,156,Détracteur,-1,5,29,12,0,8,22,0,0
566,AMAZON,5,72,Promoteur,1,4,10,6,0,7,11,0,0
567,AMAZON,1,57,Détracteur,-1,2,14,6,0,3,6,0,0
568,AMAZON,1,61,Détracteur,-1,3,9,4,2,3,8,0,0
569,AMAZON,3,48,Neutre,0,7,6,6,0,5,8,0,0
570,AMAZON,4,44,Promoteur,1,3,7,4,1,7,3,0,0
571,AMAZON,1,137,Détracteur,-1,5,18,13,4,7,20,0,0
572,AMAZON,1,89,Détracteur,-1,3,16,6,1,7,10,0,0
573,AMAZON,2,38,Détracteur,-1,3,6,2,2,5,6,0,0
574,AMAZON,1,52,Détracteur,-1,1,10,9,1,5,7,0,0
575,AMAZON,1,87,Détracteur,-1,10,14,8,4,7,10,0,0
576,AMAZON,1,31,Détracteur,-1,2,4,4,2,3,6,0,0
577,AMAZON,1,64,Détracteur,-1,3,9,5,1,4,13,0,0
578,AMAZON,5,47,Promoteur,1,7,7,3,1,2,7,0,0
579,AMAZON,1,67,Détracteur,-1,3,5,8,2,6,11,0,0
580,AMAZON,2,70,Détracteur,-1,4,15,4,2,6,10,0,0
581,AMAZON,1,44,Détracteur,-1,4,10,3,2,3,6,0,0
582,AMAZON,1,173,Détracteur,-1,10,27,18,3,11,21,0,0
583,AMAZON,5,155,Promoteur,1,10,29,8,2,15,15,0,0
584,AMAZON,1,41,Détracteur,-1,2,13,4,1,1,6,0,0
585,AMAZON,4,23,Promoteur,1,4,2,1,1,5,2,0,0
586,AMAZON,1,88,Détracteur,-1,3,12,13,2,6,15,0,0
587,AMAZON,2,26,Détracteur,-1,0,5,3,1,3,4,0,0
588,AMAZON,1,27,Détracteur,-1,1,4,3,0,2,7,0,0
589,AMAZON,1,72,Détracteur,-1,5,11,6,2,4,12,0,0
590,AMAZON,1,167,Détracteur,-1,4,32,12,5,10,20,0,0
591,AMAZON,1,89,Détracteur,-1,3,15,6,2,7,9,0,0
592,AMAZON,1,182,Détracteur,-1,4,24,12,6,10,28,0,0
593,AMAZON,1,103,Détracteur,-1,9,27,7,1,4,8,0,0
594,AMAZON,1,16,Détracteur,-1,1,8,0,1,1,2,0,0
595,AMAZON,1,43,Détracteur,-1,4,7,6,0,3,6,0,0
596,AMAZON,1,77,Détracteur,-1,7,11,5,2,8,7,0,0
597,AMAZON,3,81,Neutre,0,3,21,3,1,7,5,0,0
598,AMAZON,1,64,Détracteur,-1,4,11,4,1,8,9,0,0
599,AMAZON,5,106,Promoteur,1,6,16,11,0,15,8,0,0
600,AMAZON,1,103,Détracteur,-1,3,17,4,2,6,14,0,0
601,AMAZON,4,100,Promoteur,1,2,13,9,7,5,16,0,0
602,AMAZON,1,130,Détracteur,-1,3,20,10,3,9,18,0,0
603,AMAZON,1,65,Détracteur,-1,3,9,6,1,4,11,0,0
604,AMAZON,1,303,Détracteur,-1,8,32,15,2,13,36,0,0
605,AMAZON,1,61,Détracteur,-1,6,9,4,3,6,7,0,0
606,AMAZON,1,50,Détracteur,-1,3,10,5,1,3,8,0,0
607,AMAZON,1,116,Détracteur,-1,5,17,7,2,9,18,0,0
608,AMAZON,1,66,Détracteur,-1,5,11,6,1,4,9,0,0
609,AMAZON,1,113,Détracteur,-1,8,17,8,0,7,14,0,0
610,AMAZON,1,55,Détracteur,-1,2,7,6,2,5,13,0,0
611,AMAZON,1,37,Détracteur,-1,0,7,4,1,2,2,0,0
612,AMAZON,3,59,Neutre,0,1,10,6,1,5,6,0,0
613,AMAZON,1,58,Détracteur,-1,4,11,2,3,7,6,0,0
614,AMAZON,1,189,Détracteur,-1,14,26,14,3,12,20,0,0
615,AMAZON,1,106,Détracteur,-1,3,23,6,4,7,10,0,0
616,AMAZON,5,21,Promoteur,1,1,5,3,0,3,3,0,0
617,AMAZON,1,42,Détracteur,-1,6,10,3,0,2,7,0,0
618,AMAZON,1,50,Détracteur,-1,0,12,3,1,3,7,0,0
619,AMAZON,1,92,Détracteur,-1,4,17,4,6,9,9,0,0
620,AMAZON,5,53,Promoteur,1,7,11,7,0,5,5,0,0
621,AMAZON,1,19,Détracteur,-1,4,4,0,1,3,1,0,0
622,AMAZON,5,37,Promoteur,1,4,12,1,1,1,3,0,0
623,AMAZON,3,234,Neutre,0,8,42,19,8,16,26,0,0
624,AMAZON,1,134,Détracteur,-1,10,18,10,2,14,16,0,0
625,AMAZON,3,67,Neutre,0,8,12,7,4,4,8,0,0
626,AMAZON,1,68,Détracteur,-1,4,11,6,1,6,10,0,0
627,AMAZON,1,98,Détracteur,-1,2,17,7,0,10,13,0,0
628,AMAZON,1,73,Détracteur,-1,5,16,4,2,2,11,0,0
629,AMAZON,1,75,Détracteur,-1,2,11,5,2,2,9,0,0
630,AMAZON,1,45,Détracteur,-1,1,7,6,1,4,6,0,0
631,AMAZON,4,6,Promoteur,1,1,2,0,0,1,0,0,0
632,AMAZON,3,57,Neutre,0,4,9,6,1,5,8,0,0
633,AMAZON,5,168,Promoteur,1,10,31,10,3,13,17,0,0
634,AMAZON,1,180,Détracteur,-1,5,21,16,4,13,19,0,0
635,AMAZON,1,66,Détracteur,-1,7,16,1,0,3,7,0,0
636,AMAZON,1,93,Détracteur,-1,2,15,4,5,4,14,0,0
637,AMAZON,5,54,Promoteur,1,3,12,3,3,6,3,0,0
638,AMAZON,1,138,Détracteur,-1,5,24,10,2,13,18,0,0
639,AMAZON,2,48,Détracteur,-1,3,8,3,2,3,5,0,0
640,AMAZON,1,110,Détracteur,-1,1,12,10,5,8,22,0,0
641,AMAZON,5,273,Promoteur,1,28,56,12,3,21,23,0,1
642,AMAZON,1,36,Détracteur,-1,1,9,1,1,2,6,0,0
643,AMAZON,1,33,Détracteur,-1,4,6,2,0,3,4,0,0
644,AMAZON,1,52,Détracteur,-1,4,10,3,1,5,4,0,0
645,AMAZON,5,149,Promoteur,1,8,20,11,3,13,21,0,0
646,AMAZON,1,141,Détracteur,-1,6,29,6,4,11,20,0,0
647,AMAZON,1,50,Détracteur,-1,3,8,5,1,4,8,0,0
648,AMAZON,5,26,Promoteur,1,0,5,6,3,0,2,0,0
649,AMAZON,1,51,Détracteur,-1,4,5,6,2,2,8,0,0
650,AMAZON,5,16,Promoteur,1,0,5,3,1,0,2,0,0
651,AMAZON,1,26,Détracteur,-1,0,7,3,2,2,3,0,0
652,AMAZON,5,60,Promoteur,1,6,10,2,1,8,10,0,0
653,AMAZON,5,57,Promoteur,1,4,13,6,4,3,7,0,0
654,AMAZON,4,59,Promoteur,1,1,9,7,1,7,11,0,0
655,AMAZON,5,45,Promoteur,1,1,7,6,1,5,5,0,0
656,AMAZON,3,45,Neutre,0,3,6,4,3,4,8,0,0
657,AMAZON,1,68,Détracteur,-1,6,10,7,2,6,12,0,0
658,AMAZON,1,60,Détracteur,-1,0,7,6,2,5,9,0,0
659,AMAZON,1,87,Détracteur,-1,10,9,13,2,4,12,0,0
660,AMAZON,1,167,Détracteur,-1,9,31,14,3,15,20,0,0
661,AMAZON,3,107,Neutre,0,4,21,7,1,5,16,0,0
662,AMAZON,1,89,Détracteur,-1,3,19,3,3,3,13,0,0
663,AMAZON,1,11,Détracteur,-1,1,3,1,1,1,1,0,0
664,AMAZON,5,38,Promoteur,1,1,9,2,3,2,5,0,0
665,AMAZON,1,42,Détracteur,-1,2,6,5,0,9,4,0,0
666,AMAZON,5,101,Promoteur,1,6,15,8,1,8,8,0,0
667,AMAZON,1,89,Détracteur,-1,2,11,11,2,7,12,0,0
668,AMAZON,1,72,Détracteur,-1,4,12,9,1,3,10,0,0
669,AMAZON,1,78,Détracteur,-1,0,13,5,4,2,9,0,0
670,AMAZON,1,83,Détracteur,-1,3,13,4,4,2,10,0,0
671,AMAZON,1,177,Détracteur,-1,9,28,11,4,3,25,0,0
672,AMAZON,1,76,Détracteur,-1,3,11,7,1,5,9,0,0
673,AMAZON,1,61,Détracteur,-1,2,16,5,0,3,7,0,0
674,AMAZON,1,114,Détracteur,-1,9,21,7,2,12,9,0,0
675,AMAZON,1,103,Détracteur,-1,5,22,9,3,8,13,0,0
676,AMAZON,1,129,Détracteur,-1,5,27,9,2,4,14,0,0
677,AMAZON,5,28,Promoteur,1,1,7,1,3,1,2,0,0
678,AMAZON,1,40,Détracteur,-1,4,10,2,1,2,4,0,0
679,AMAZON,3,148,Neutre,0,4,23,11,3,9,20,0,0
680,AMAZON,1,59,Détracteur,-1,0,12,5,3,3,9,0,0
681,AMAZON,1,104,Détracteur,-1,7,12,9,2,9,15,0,0
682,AMAZON,1,167,Détracteur,-1,6,27,19,5,4,20,0,0
683,AMAZON,5,67,Promoteur,1,3,10,5,3,7,10,0,0
684,AMAZON,1,27,Détracteur,-1,3,2,2,0,3,6,0,0
685,AMAZON,1,76,Détracteur,-1,6,16,8,1,7,8,0,0
686,AMAZON,1,13,Détracteur,-1,0,2,1,0,3,3,0,0
687,AMAZON,2,47,Détracteur,-1,3,10,4,1,5,8,0,0
688,AMAZON,1,101,Détracteur,-1,7,20,6,1,8,15,0,0
689,AMAZON,4,68,Promoteur,1,1,8,10,0,7,8,0,0
690,AMAZON,1,40,Détracteur,-1,1,12,5,1,0,9,0,0
691,AMAZON,1,85,Détracteur,-1,5,11,6,4,8,10,0,0
692,AMAZON,1,51,Détracteur,-1,4,4,5,1,5,10,0,0
693,AMAZON,1,94,Détracteur,-1,4,14,8,3,10,11,0,0
694,AMAZON,1,97,Détracteur,-1,3,15,13,2,4,17,0,0
695,AMAZON,4,176,Promoteur,1,12,24,13,4,13,25,0,0
696,AMAZON,1,45,Détracteur,-1,5,14,1,1,2,3,0,1
697,AMAZON,1,71,Détracteur,-1,2,10,5,4,6,9,1,0
698,AMAZON,1,64,Détracteur,-1,1,10,3,3,4,12,0,0
699,AMAZON,2,59,Détracteur,-1,1,12,3,1,8,6,0,0
700,AMAZON,1,6,Détracteur,-1,1,2,0,0,2,0,0,0
701,AMAZON,1,14,Détracteur,-1,0,3,0,2,2,3,0,0
702,AMAZON,2,75,Détracteur,-1,6,18,5,0,5,10,0,0
703,AMAZON,4,27,Promoteur,1,4,9,1,0,1,1,0,0
704,AMAZON,1,53,Détracteur,-1,0,9,1,2,8,6,0,0
705,AMAZON,1,29,Détracteur,-1,3,3,4,1,1,4,0,0
706,AMAZON,1,55,Détracteur,-1,4,10,5,2,3,7,0,0
707,AMAZON,1,39,Détracteur,-1,3,11,1,1,5,4,0,0
708,AMAZON,1,54,Détracteur,-1,4,8,6,4,4,6,0,0
709,AMAZON,1,67,Détracteur,-1,3,15,3,2,6,8,0,0
710,AMAZON,1,44,Détracteur,-1,3,8,2,1,1,6,0,0
711,AMAZON,1,40,Détracteur,-1,2,3,6,1,4,8,0,0
712,AMAZON,1,49,Détracteur,-1,3,9,4,2,3,6,0,0
713,AMAZON,1,44,Détracteur,-1,2,10,5,1,3,5,0,0
714,AMAZON,1,57,Détracteur,-1,4,8,6,1,6,9,0,0
715,AMAZON,1,22,Détracteur,-1,0,5,2,2,0,5,0,0
716,AMAZON,1,53,Détracteur,-1,2,6,7,2,4,9,0,0
717,AMAZON,2,57,Détracteur,-1,3,13,2,2,6,5,0,0
718,AMAZON,1,36,Détracteur,-1,4,4,4,2,5,6,0,0
719,AMAZON,1,55,Détracteur,-1,1,11,7,2,4,9,0,0
720,AMAZON,2,23,Détracteur,-1,1,7,1,1,2,1,0,0
721,AMAZON,1,51,Détracteur,-1,0,9,5,3,4,7,0,0
722,AMAZON,5,158,Promoteur,1,17,32,9,3,17,9,0,0
723,AMAZON,1,62,Détracteur,-1,6,14,2,2,5,7,0,0
724,AMAZON,1,152,Détracteur,-1,5,28,9,2,8,17,0,0
725,AMAZON,1,32,Détracteur,-1,0,5,5,2,3,5,0,0
726,AMAZON,5,36,Promoteur,1,5,9,1,1,3,3,0,0
727,AMAZON,5,38,Promoteur,1,5,7,2,2,4,2,0,0
728,AMAZON,1,70,Détracteur,-1,2,6,6,2,8,13,0,0
729,AMAZON,1,79,Détracteur,-1,7,13,6,7,3,13,0,0
730,AMAZON,1,32,Détracteur,-1,0,5,2,1,2,6,0,0
731,AMAZON,1,14,Détracteur,-1,2,2,2,0,2,2,0,0
732,AMAZON,1,91,Détracteur,-1,5,14,11,3,7,10,0,0
733,AMAZON,5,19,Promoteur,1,0,4,1,0,3,3,0,0
734,AMAZON,1,256,Détracteur,-1,8,46,9,6,10,32,0,0
735,AMAZON,1,72,Détracteur,-1,5,3,9,6,6,13,0,0
736,AMAZON,1,44,Détracteur,-1,1,6,8,0,6,7,0,0
737,AMAZON,1,34,Détracteur,-1,4,5,2,4,3,5,0,0
738,AMAZON,5,55,Promoteur,1,5,12,4,0,3,6,0,0
739,AMAZON,1,99,Détracteur,-1,0,18,9,2,6,12,0,0
740,AMAZON,2,13,Détracteur,-1,1,2,1,0,2,1,0,0
741,AMAZON,1,86,Détracteur,-1,0,15,7,1,4,16,0,0
742,AMAZON,1,40,Détracteur,-1,0,6,7,1,5,6,0,0
743,AMAZON,1,139,Détracteur,-1,4,24,10,2,7,21,0,0
744,AMAZON,1,58,Détracteur,-1,4,14,2,2,3,9,0,0
745,AMAZON,2,123,Détracteur,-1,8,17,12,2,11,12,0,0
746,AMAZON,3,83,Neutre,0,6,13,5,2,7,12,0,0
747,AMAZON,2,70,Détracteur,-1,4,16,5,1,7,8,0,0
748,AMAZON,1,17,Détracteur,-1,3,5,0,0,0,2,0,0
749,AMAZON,1,34,Détracteur,-1,2,8,6,0,2,0,0,0
750,AMAZON,2,69,Détracteur,-1,6,11,5,0,6,12,0,0
751,AMAZON,1,104,Détracteur,-1,4,23,8,4,13,10,0,0
752,AMAZON,1,58,Détracteur,-1,4,8,4,1,8,7,0,0
753,AMAZON,1,30,Détracteur,-1,2,9,0,0,4,4,0,0
754,AMAZON,1,118,Détracteur,-1,1,16,12,4,8,17,0,0
755,AMAZON,1,5,Détracteur,-1,0,3,0,1,0,0,0,0
